aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,class
587100,na,0,na,0,0,0,0,0,133840,8563656,16889296,5057356,775532,26080,0,17711194,4136,0,0,210978,287004,28629208,26336460,3799630,1953376,0,0,0,0,0,0,0,1270,4562,6004,8554,10866,116470,10212266,21085768,0,13750,3670,4970,7508,139778,31275080,1004,0,0,0,6277306,5901716,3025552,3445754,3097698,2390664,1947702,5300104,59264,0,32646830,4642,6852,3178,0,17711194,312472,1529542,2230926,150160,147680,91020,88840,84260,105480,88740,125400,134460,587099.58,32646830,32646830,32252124,198394,1841768,76302,1124140,31445760,1209600,0,na,na,na,27735516.48,0,3681552,na,na,0,0,1203654,15882244,10011714,3626480,622096,90944,8588,40,na,0,32646830,na,18330,3990,13600,1769918,1408028,17256632,10886712,88548,2,0,na,na,na,na,na,na,na,na,na,6842,196,0,0,0,2,0,0,0,0,182792,60698,16146,0,0,173320,31160,4719900,2568016,0,0,0,0,171959180,na,na,3893986,3273086,1472780,746374,1792302,2096196,5253668,8692756,4219962,4650,0,0,pos
1520540,na,na,na,0,0,0,0,0,60,383930,13556044,62966486,19296738,230176,2084,33015288,361312,0,na,1524,5296,76926138,63718684,25353220,10913962,na,0,14542,0,0,0,0,0,0,0,0,315174,38158622,56705340,1256382,0,131164,134214,262286,536092,10808948,84472360,90356,90,2,6,36421972,18450414,10975442,7547108,5591948,5117918,7540972,4645644,143938,162,102296124,na,na,24290,5410,33015288,1099264,12069354,13200986,218940,340760,349100,347660,366480,386020,389340,606760,87380,1520540.36,102296124,102296124,100647324,629486,na,na,467580,96435518,1209600,0,na,na,na,88111336.32,0,8214352.32,0,0,0,0,21360,4120994,43374908,42809982,5371410,598228,134352,4284,na,na,102296124,na,96502,18234,4323470,5243982,21403220,62684536,2656664,8904,6,0,na,na,na,na,na,na,na,na,na,72078,na,na,na,na,na,na,na,na,na,676712,na,na,na,na,na,na,na,na,na,na,na,na,na,33025.84,47946,8629518,18241104,12830228,7287542,21196940,12907126,7005504,3584098,4639484,113974,na,na,pos
825012,na,na,na,na,na,0,0,0,33510,1804194,21956776,25344484,3934982,15542,98,18777222,13850,0,na,51946,104288,42477528,36548062,11157436,5759614,na,0,0,0,na,na,0,0,0,0,383216,11862902,22886400,17033466,923602,0,36758,30978,36558,204550,29584196,23042190,154356,0,0,0,14069174,13044586,6398978,4595848,3339072,2992432,4222348,3813432,568824,44892,53694210,na,na,na,na,18777222,614454,5649098,5473922,257580,289840,240720,294160,276260,307360,298240,318280,107640,825011.02,53694210,53694210,53727146,359889,na,na,359940,53089586,1209600,na,na,na,na,49227315.84,0,3840144.96,na,na,0,764,288722,8495818,24686960,16413742,2814082,330004,56948,2546,na,na,53694210,na,46276,10218,1982768,1553046,23021908,24840242,1612058,23070,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,345626,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4060008,9597652,8923012,5725924,12500352,7748028,3116714,917980,499560,356,na,na,pos
125508,2,236,188,0,0,0,0,632,93822,2359996,5681568,2335352,412044,19228,0,4733712,65620,0,0,32402,57506,8875252,7562942,2211980,1172914,0,0,0,0,2258,54,0,0,0,0,0,0,0,4607234,6295408,0,24170,18782,27982,41706,54460,4740884,5968932,24248,1478,0,5209256,2578536,724198,634860,408032,317924,255006,337902,312694,124234,11121686,10256,9904,1408,6,4733712,169088,563352,1645472,164080,175880,329640,415020,261100,206820,213240,184380,30460,125508.52,11121686,11121686,11147638,62742,234,8324,214600,10910244,1209600,249468,0,232,0,6855806.4,0,4037170.56,776,3102,668,3944,748006,3088400,5342470,1575740,127096,12932,3196,190,22,68,11121686,0,15994,1278,1992016,2053058,1120788,5658322,61144,42,0,0,150,50,6095448,3304430,10,154,0,0,6953248,15288,6308,0,0,0,0,0,0,0,0,109468,43992,11790,25334820,3630314,276328,38814,4093000,414132,10768980,7420,0,0,73944830,3885.32,4290,4088674,1253638,760758,344696,755012,823180,2665190,209944,1550,0,0,0,pos
149690,4,na,na,0,0,0,2784,91974,1458190,5103190,8221694,6362344,4645212,2061206,1330850,10256164,0,0,na,404730,533588,25495776,23467716,3947700,2204958,0,0,1161742,11112,344,20,0,0,0,0,0,0,0,3513796,25763534,114,45748,33522,108652,268592,10458302,17476264,746666,139698,0,0,14751704,7153852,2482828,1466450,1085142,692244,469780,367064,172346,636034,29847048,966,138,1954,0,10256164,230064,683672,3258736,488900,488340,286720,194120,153160,159200,123100,90280,329600,149689.62,29847048,29847048,29760186,101015,2868,na,799540,29394996,1209600,0,na,na,na,9247991.04,16505406.72,3613866.24,1680,7538,54902,361912,2599476,3315254,7698950,8119000,3827714,1768090,1032164,499982,na,0,29847048,0,18308,2642,2929972,10657944,3124736,6236724,6071044,235502,572,0,na,na,na,na,na,na,na,na,na,6740,58,na,na,na,na,na,na,na,na,132762,5290,1294,0,0,87760,14338,2910080,431146,0,0,0,0,na,na,10204,20145840,2732422,1267296,429118,779470,1192004,387626,2272622,71006,40,0,0,pos
792226,na,31928,na,0,0,0,0,0,0,1397990,36870536,26670124,2421344,202620,2724,32264784,23734,1196,1796,542,1210,56174996,45414374,16569472,9210298,0,0,0,0,170710,25648,39622,16732,24884076,9413080,12436902,20381568,161144,174024,58914,0,114530,48488,57126,81298,465718,66798486,344,64,8,0,35902224,7047104,6145300,4938850,4808496,4759788,3444222,520070,8,0,72757768,30696,14376,35654,1688,32264784,1000494,8313864,8223002,306880,299000,289300,374060,295340,287340,285600,311380,10720,792225.19,72757768,72757768,71705324,317941,616868,27842,45580,67566090,1209600,0,na,na,na,60559798.08,0,6931566.72,110,19404,0,0,17814,5778750,35386078,23378408,2572160,361572,69466,1814,na,588,72757768,na,116788,21060,4723830,3747140,8640612,42733662,7558232,24680,58,0,na,na,na,na,na,na,na,na,na,79556,5120,0,0,0,0,0,0,0,0,662424,149624,20846,0,0,1937374,249028,260105880,28247842,54073722,839656,0,0,40240680,33997.24,37734,7244218,23911600,13297522,7843906,15171980,79854,11042,3164,2052,0,0,0,pos
696810,0,3660,14,0,0,0,0,0,0,0,2004,0,0,0,0,17020610,1098,0,na,3701508,4923326,30709816,30889444,13968086,2727394,38,0,0,0,11320,3738,0,0,0,0,0,0,0,846,1158,0,36,18,20,16,20,1894,0,0,0,0,1972,30,2,0,0,0,0,0,0,0,48381044,48338,102450,45850,12,17020610,412266,10431860,3528330,336040,323380,366660,309740,349960,333520,337780,346320,331780,696809.01,48381044,48381044,48084980,3,432,na,1165020,38707704,1209600,838664,0,4,0,35436774.72,0,3254871.36,0,8,0,0,0,660,1342,2,0,0,0,0,22,3754,48381044,0,20,4,2,0,2,1604,260,96,16,0,18,0,221500,146584,0,0,0,0,224526,40842,35730,na,na,na,na,na,na,na,na,274162,268090,78482,82454220,13651176,916368,134646,17300,3404,46331736,225998,0,0,na,na,10,1908,96,0,0,0,0,0,0,0,0,0,0,pos
377980,na,0,na,0,0,0,0,0,0,33506,9021890,11951914,978188,3594,0,11457512,0,44,0,480,1200,19009858,16269374,3690464,2419800,0,0,0,0,0,0,0,0,0,0,0,4437070,12606562,4629322,316138,0,12324,5960,8218,12750,1117544,20392182,440072,40,2,0,8824608,3284138,1649456,1133026,1028462,1691846,3991546,386010,0,0,22704070,0,5692,2860,1338,11457512,290826,1725556,1955538,498520,479980,190560,206340,150180,113840,122520,120980,345320,377980.45,22704070,22704070,22493300,143797,3371772,68286,891620,21989092,1209600,0,na,na,na,20046020.16,0,1914508.8,0,0,0,0,1296,1920098,12322014,6891374,749442,82334,21958,576,na,0,22704070,na,18072,3070,789740,1058496,1174486,15512978,3401104,31146,0,0,na,na,na,na,na,na,na,na,na,11740,1248,0,0,0,0,0,0,0,0,166846,452268,92814,0,0,857512,139806,15674040,5011406,0,0,0,0,203466080,6219.96,7988,2025374,3471826,2572632,1218068,2497658,3569782,2368020,1659396,2528658,77678,0,0,pos
593796,na,2912,na,0,0,0,1760,382562,4186634,12658244,14715024,4053244,338380,9256,0,15408426,754,0,0,1926598,2588780,28003624,25452668,9118400,3654670,6,0,0,0,7028,1794,0,0,0,0,0,0,0,10784590,25560514,0,166888,120490,153588,264354,3760844,31878920,20,0,0,0,8987744,9197340,7602278,4519454,2124980,1213812,898780,859392,443254,498070,39054164,4678,4836,3708,134,15408426,483660,3757412,5343886,406480,498260,529040,419760,356920,289520,189300,211960,74620,593796.72,39054164,39054164,38954076,243310,158892,106772,290720,36345104,1209600,0,na,na,na,29248134.72,0,7084561.92,4846,15696,78392,1944730,7577290,14891916,9557358,2035772,206076,49412,4150,8,na,0,39054164,na,28362,5622,3503136,3672908,4549218,24552810,33048,0,0,0,na,na,na,na,na,na,na,na,na,58826,1364,0,0,0,0,0,0,0,0,308810,151238,38620,0,0,1051816,177014,42949840,4942762,0,0,0,0,184846920,11191.1,12904,7253894,4118454,2197824,926516,1953780,2818692,5249264,11533002,293632,46,0,0,pos
354598,0,0,4648,0,0,0,0,0,0,0,0,0,0,0,0,14539024,0,186,596,898460,1271668,29412940,25758706,8702100,4258798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39014588,0,0,0,0,14539024,544378,1818196,6880484,316340,328860,301440,307180,275880,283520,251320,258320,72420,354598.2,39014588,39014588,38898378,0,0,16228,284860,37999310,1209600,0,0,1184,0,24100030.08,9369917.76,4511365.44,0,0,0,0,0,0,0,0,0,0,0,0,84,0,39014588,0,0,0,0,0,0,0,0,0,0,0,13098,1224,23501570,827794,0,5868,0,0,24478392,0,0,0,0,0,0,0,0,0,0,257342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
144318,na,na,na,0,0,0,0,2942,153798,5478732,13146652,9140806,1561264,79642,3668,9532494,53268,528,na,273370,894230,20331972,15543068,10493220,4435518,16,0,0,0,15550,1360,11486866,6424086,4466056,297282,171556,151228,325372,5369142,875916,0,22140,8140,12484,52826,13234446,15018228,1219174,64,2,0,21568968,3845976,1765958,1219006,791152,292264,77714,6424,42,0,31102672,346,966,1392,542,9532494,371510,2699992,7783508,664760,691740,713940,696620,597820,450700,382900,409660,459680,144317.92,31102672,31102672,30704748,84665,56832,na,809580,29567504,1209600,135366,na,na,na,18378906.24,525995.52,10623744.96,111616,na,0,4930,787820,4833342,11789950,10354240,1622898,145196,27284,1844,na,670,31102672,na,27636,8480,6779562,1781420,4242848,14492180,2207838,27540,0,0,20998,28654,2630466,700418,16692,2000270,0,0,18053994,20752,172,na,na,na,na,na,na,na,na,257130,240,44,192177860,925318,115970,23310,8287440,1450568,1134126,65532,0,0,na,0.46,0,9975728,14390142,3177604,984200,744530,200600,71044,22116,1540,0,0,0,pos
426366,na,na,na,na,na,0,65738,991498,7375520,15844716,13628884,5940540,776794,29318,0,14348292,0,1662,na,4353890,6466656,32749576,34204590,8738050,2307146,na,0,0,0,na,na,0,0,0,0,0,0,87288,27586184,16979536,0,256778,192230,543286,568106,2988010,40103602,940,56,0,0,17554802,12987876,4229154,2695474,1928704,1745588,2186964,1259572,64568,306,45869864,na,na,na,na,14348292,727126,2859618,5847382,229080,216120,214380,198020,213760,177860,201120,183320,233920,426366.81,45869864,45869864,45530194,152715,na,na,895560,44653008,1209600,na,na,na,na,30684995.52,0,13867599.36,8206,25812,160400,2548660,7898916,10507626,12295092,9666762,1432126,130326,13008,92,na,na,45869864,na,58450,28524,188086,12318642,3855582,19205128,8535030,463562,4,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,264858,na,na,na,na,na,na,na,na,na,na,na,na,na,37318.64,47744,14528384,11736934,4656802,1029150,4228490,4767554,2846576,847814,11304,0,na,na,pos
377724,na,2042,na,0,0,0,1796,249580,2774426,12865956,15999028,7718002,2486692,442080,4936,na,na,na,na,na,na,na,na,na,na,0,na,na,na,11836,50,0,0,0,0,0,186,1900706,26574650,14066954,0,12838,3084,4978,10194,414396,42096850,156,0,0,0,18612812,13676400,3367696,2020520,1288592,920490,721474,903366,725680,305466,na,23404,12442,8760,210,na,na,na,na,na,na,na,na,na,na,na,na,na,377724.18,na,na,44639024,187223,283796,na,na,42542496,na,0,na,na,na,28360037.76,9924863.04,4236795.84,52224,na,27518,1081858,5393158,15211562,13624550,6488002,666480,44750,4590,28,na,130,na,na,18750,5516,7340160,8352966,15777106,10937062,110936,0,0,0,na,na,na,na,na,na,na,na,na,42508,3080,0,0,2780,10382708,0,0,0,0,na,163134,34596,107436570,10954956,1646328,179460,120619560,13309402,520072,1015490,0,0,44661970,0.4,0,14368448,10352662,7917648,2747694,4001644,625530,729666,1765316,33888,0,0,0,pos
403372,na,na,na,na,na,0,0,0,0,47174,2017268,6739072,3368016,351526,22586,31950832,3994184,1094,na,466,820,42658156,22493988,48125890,19704964,na,0,92428,0,na,na,0,0,0,0,15818,12508162,14586,0,7076,0,19702,3694,65164,4826388,6866908,763784,2,0,0,0,6040762,2840772,862928,573716,458972,439894,434484,472278,376508,45328,90803546,na,na,na,na,31950832,2111576,11745470,36201684,641140,671300,587060,613440,707500,728360,712520,652640,554180,403372.82,90803546,90803546,13204152,48542,na,na,1058180,12545642,1209600,na,na,na,na,48318205.44,0,37032530.88,102400,na,0,0,0,100512,2370836,5841792,3442594,680480,101980,7448,na,na,90803546,na,28366,9672,1758754,7609092,3048628,90772,336,22,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1743638,na,na,na,na,na,na,na,na,na,na,na,na,na,0.4,0,5221328,4921742,1455276,353394,492592,95294,5400,382,234,0,na,na,pos
443264,0,1294,196,0,0,0,0,0,7364,382274,1918370,1190788,724498,212642,9380,17177336,0,0,0,858664,1343688,33124476,28430622,8993494,5062924,0,0,0,0,3564,170,0,0,0,0,0,0,0,88710,4356606,0,13002,10684,27740,54476,323750,3985196,29382,1086,0,0,2455842,667504,323046,216494,157924,126306,101822,91448,52242,252688,42980206,1610,482,2396,0,17177336,599500,2046476,6925908,311280,305180,283180,258300,306360,226600,214800,250620,172320,443263.31,42980206,42980206,54165512,18237,310,34636,599540,53440094,1209600,432222,4,34,0,32054407.68,8067109.44,13286296.32,388,1160,0,0,63982,412246,1376832,1643936,568724,226412,128530,24654,2,6,42980206,0,3150,458,1207036,559576,479780,2033616,159582,2118,0,0,196,16,2902230,397648,0,56,0,0,2902428,49506,3990,5645150,2934732,0,0,0,0,0,0,314882,72628,13552,0,0,442564,69292,129220,13374,0,0,0,0,4870300,1010.28,990,1688154,1063826,428806,168138,300298,384518,282212,122674,6690,0,0,0,pos
450558,na,0,na,0,0,0,0,0,144,297806,8615672,19525708,4222064,83466,0,16546888,4772,0,0,3768,10244,26204678,19850030,11752254,5259718,0,0,0,0,0,0,0,0,0,0,0,152056,8166444,19972136,4454224,0,37382,22062,33756,61438,8046178,24539112,4904,26,2,0,14140842,4744676,2184064,1463698,1264580,2585000,5780330,581670,0,0,37970602,0,2184,2086,3958,16546888,661740,6596198,5118134,422240,431240,447420,346420,425640,451220,495440,426140,130880,450557.92,37970602,37970602,37152518,204310,10775294,84922,376600,32744860,1209600,0,na,na,na,27404595.84,0,5304979.2,0,0,0,0,35944,2048566,13848398,13951544,2543534,259270,55690,1914,na,0,37970602,na,39718,8808,1950222,3170830,2023880,21600768,3837184,113432,18,0,na,na,na,na,na,na,na,na,na,36226,1142,0,0,0,0,0,0,0,0,442800,505070,102574,0,0,1446502,255032,24638020,14598222,0,0,0,0,369503640,18883.36,22052,5688318,7054018,3494288,1797458,4288442,4241072,3496874,2227334,456322,734,0,0,pos
402152,na,na,na,0,0,0,45008,958882,9395440,15830620,11257384,4209226,1036390,97746,2172,15882846,8160,0,na,3424876,5029630,30880238,28717122,9841434,4790720,14,0,11704,0,11352,374,0,0,0,0,0,0,380,20561376,22271112,0,898520,411490,549474,612848,13181506,27179026,4,0,0,0,14315460,14633026,7038108,3144628,1462788,834486,545554,619942,218592,20284,44149930,996,4584,4580,74,15882846,553732,2586150,7218192,372360,240920,205840,239220,207580,210820,411180,409420,114580,402152.38,44149930,44149930,44209902,199984,1275648,na,555980,42832868,1209600,0,na,na,na,30433524.48,3492508.8,8883022.08,na,na,119412,3532870,13945090,13912658,8142686,2987270,168962,22098,1822,0,na,0,44149930,na,24342,5382,8606212,4914668,14435412,14811028,35824,0,0,0,na,na,na,na,na,na,na,na,na,53746,2746,na,na,na,na,na,na,na,na,350344,343756,74752,0,0,1498830,208276,112006800,19567048,0,0,0,0,na,na,na,12746110,11898116,6951704,2016422,4518508,3245622,1067352,379446,9588,0,0,0,pos
238702,na,426,0,0,0,0,0,0,12198,638676,4586604,7230602,2366708,114124,5788,6974074,11092,0,0,12972,27466,12686542,10412504,2749920,2056200,0,0,0,0,570,716,0,0,0,0,0,951200,6662402,5798266,1542832,0,6972,1832,3522,235364,9445814,5245806,15388,2,0,0,4809492,3451770,1407330,1107644,1167184,1968614,1026992,15674,0,0,15451682,596,126,450,14,6974074,227954,1437466,1286246,291440,263880,222860,247000,188800,179460,194220,186140,205420,238701.95,15451682,15451682,15473978,94542,79798,74468,907640,14954700,1209600,453298,0,0,0,13452244.8,0,1492061.76,0,0,0,0,62820,1630096,5618110,5931084,1595388,92518,24010,674,0,114,15451682,na,19064,2662,197578,805552,468438,7888462,5456318,116264,362,0,0,0,0,0,0,0,0,0,0,8414,840,0,0,0,0,0,0,0,0,129826,187810,39756,0,0,575314,82458,4560940,891084,0,0,0,0,35573610,4543.92,5282,1568364,2561214,2210264,1095288,2135078,1864538,1701790,971846,836204,10114,0,0,pos
491292,2,1142,648,0,0,0,4306,492506,5974920,19413160,16625716,6012596,1872620,120412,0,21758142,0,0,0,744800,1165646,36465676,28210382,13964394,8411700,0,0,0,0,12936,672,0,0,0,0,0,0,0,10295244,40215700,5292,23014,4132,9230,18188,4340118,44780770,851482,489296,6,0,26611096,11656344,3753874,2869842,1947440,1340300,917384,936354,348580,135022,51177716,15430,31280,85838,26,21758142,756882,2887888,11056824,552280,520940,443960,450680,426180,406600,284180,275280,152260,491291.57,51177716,51177716,51182726,262496,3682,114398,329580,50531394,1209600,1065808,0,1506,0,30794722.56,14147238.72,5548646.4,196,2062,107184,1939124,12355664,14463588,15657776,5517030,434912,32380,8298,280,12,32,51177716,0,26286,2122,3980748,2900438,19282578,24214022,109926,116,0,0,1042,1524,29793872,10989586,0,414,0,0,31309986,50942,16032,0,0,6490,14154422,0,0,0,0,483782,150210,26192,64553834,11545366,1266504,173300,6063020,628628,25219588,88348,0,0,49971140,9657,10780,19904632,8858230,4048080,1497644,3714470,10474146,1799436,215164,4434,0,0,0,pos
89120,0,330,138,0,0,0,0,7930,144780,1382674,2450910,2262706,1467530,816738,265030,13879296,389822,0,0,408890,705262,32932654,31008734,5503142,2089080,8,0,519260,3784,2268,418,0,0,0,0,0,0,0,183888,8614410,0,22710,3572,16190,46388,135938,5424492,2606334,541444,802,428,5482922,2987992,166078,58150,35412,23636,18208,13470,7744,4686,38845510,238,244,2150,236,13879296,252352,1364098,4125922,250780,154140,133480,208020,146960,213860,152080,162880,100300,89119.23,38845510,38845510,38738858,17735,10,114020,115100,37615512,1209600,220618,14,62,0,6626614.08,20622372.48,10339719.36,120,514,1160,41468,585802,901828,2534002,2526670,1688346,446590,67642,4790,52,186,38845510,0,4242,768,1140952,3965080,2215188,1050298,397854,23834,82,0,92,354,1131186,162912,0,22,0,0,5563168,10192,296,0,0,17800,10665422,0,0,0,0,151794,9286,1700,0,0,153592,28430,11100,1176,0,0,0,0,17307080,1937.84,1826,7771586,518174,227758,35068,63150,44242,45400,90200,2720,0,0,0,pos
624656,na,na,2000,na,na,0,12052,383332,6881292,17475104,17503628,5785544,762042,30468,0,4104080,0,0,0,1190438,1837280,12081520,12174404,2907454,748912,na,0,0,0,na,na,0,0,0,0,0,0,46750,32661170,16125542,0,167478,80998,99512,246100,46370050,1869324,0,0,0,0,14580884,13237296,9165340,4617948,2717818,1538820,1153574,1028262,495234,298286,16183298,na,na,na,na,4104080,138918,821938,2080370,233840,205240,259000,244880,236300,177520,191200,197220,86960,624655.36,16183298,16183298,50268500,197708,na,26294,423200,48833462,1209600,na,4916,496,0,32658560.64,0,16155628.8,1990,10860,19678,1095294,8980818,9396926,14118742,12074638,2928614,214202,4496,54,2402,na,16183298,na,37592,8130,1882698,9170700,3271492,26051948,8267496,143206,200,0,2056,7976,29567842,15980324,96,383186,0,0,30059930,na,na,na,na,na,na,na,na,na,na,82502,na,na,na,na,na,na,na,na,na,na,na,na,na,24063.54,17702,16327046,4589766,3086410,1305818,3835866,8541010,9154534,1983294,9718,0,na,na,pos
1537494,na,na,na,na,na,0,0,0,206,582054,14369496,59714040,21899270,229540,248,36038770,2312916,6340,na,8362,16120,71448340,59031796,28481702,12048046,na,0,1778,0,na,na,0,0,0,2922,4852680,42087372,43674026,5871872,305982,0,392878,572504,923562,1344750,12106776,81447358,7016,10,0,0,32500398,20020286,10030890,8298442,7428626,8168712,8700882,1645012,1606,0,99950322,na,na,na,na,36038770,1525290,12496990,15849124,777940,832340,864760,845840,647920,400040,383000,379800,383900,1537494.32,99950322,99950322,100002256,640895,na,na,568660,96794854,1209600,na,na,na,na,84663577.92,0,12093063.36,0,0,0,0,122568,5864110,42080166,43950364,4254734,428738,92558,1616,na,na,99950322,na,79998,18578,6773166,4526188,21528106,60874882,2957364,36572,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,869748,na,na,na,na,na,na,na,na,na,na,na,na,na,35433.7,38810,12713192,16357882,11974798,6087874,12277828,11761894,10444364,6302848,8147022,727152,na,na,pos
404336,na,0,na,0,0,0,0,0,3838,296672,5091808,14950942,4855294,72164,0,12261290,9926,0,0,9954,19072,19725496,14802166,7143886,4413788,0,0,0,0,0,0,0,0,0,0,0,481016,11730730,6216240,6842732,0,30362,28882,58044,117030,11694676,13298852,42832,34,6,0,10510000,3231888,1731036,1501074,1361020,1454710,1858852,2595408,967814,58916,26883952,1212,5406,3812,784,12261290,397770,3046046,4073224,453140,402580,397840,477100,473180,461380,485700,548820,84420,404336.83,26883952,26883952,26496260,183986,3326532,106676,215900,25270718,1209600,0,na,na,na,21746303.04,0,3492256.32,0,0,0,0,43842,1442366,8938332,12104060,2488104,200358,39870,13786,na,2078,26883952,na,23300,4062,1421928,1996300,1805234,18422132,1568368,29394,0,0,na,na,na,na,na,na,na,na,na,17346,684,0,0,0,0,0,0,0,0,277886,520254,87358,0,0,949146,151940,29920800,8336334,0,0,0,0,220251630,7792.24,10114,3676728,4263950,3029868,1449350,2715640,2243914,2101432,1720632,3714842,354362,0,0,pos
910328,na,na,na,na,na,0,10928,495844,7461184,25661860,32079664,13933004,3599894,450630,16830,31402982,4640,0,na,1569146,2507712,55443498,42160786,27761766,14363832,na,0,2184,0,na,na,0,0,0,0,0,0,0,12890312,70819526,0,93592,48060,175264,476470,7558724,75357666,62,0,0,0,32783236,20633154,10366508,6524348,3882134,2633956,2323638,3003202,1356476,203186,84769040,na,na,na,na,31402982,1270988,5013340,22735176,709620,760520,669060,459780,471920,390020,354140,499540,41840,910328.17,na,na,84769252,500216,na,na,72840,83709838,1209600,na,na,na,na,56059187.52,5869884.48,21800741.76,1828,5148,8332,1668546,11384194,29189272,28674036,11943630,805468,33468,2870,22,na,na,na,na,17722,3280,17356638,11316730,13437658,41444776,133034,0,0,0,19338,25550,49352818,12621746,310,95730,0,0,51740262,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5475.36,7304,28474328,15100374,8307734,3487962,5962344,5458510,13475972,3216898,225716,0,na,na,pos
1073584,na,na,na,na,na,0,0,0,0,261496,10173538,48615990,16662656,621844,5426,23808492,209670,146164,na,138,234,48031964,39450562,18713444,7333538,na,0,0,0,na,na,0,0,0,0,15586,6972992,36590040,28121900,4640432,0,154098,131414,297062,500258,13166028,62071218,19872,926,60,14,31388148,12954706,6772600,5008070,5341200,9316296,5180094,379818,18,0,66752188,na,na,na,na,23808492,1096972,9505604,9132578,458000,495740,397100,431900,473460,374980,301220,470700,43700,1073584.21,66752188,66752188,82790158,452898,na,na,107360,76340950,1209600,na,na,na,na,64704952.32,0,11613998.4,0,0,0,0,49910,2210208,27505544,38701112,7194396,581056,94096,4628,na,na,66752188,na,57808,11490,6636324,4391848,6707632,54147354,4344010,44484,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,621776,na,na,na,na,na,na,na,na,na,na,na,na,na,25332.28,26120,12080310,15295570,10129578,5342434,12180672,11650856,5213414,2090194,2314172,43750,na,na,pos
961932,na,na,0,na,na,0,0,0,0,0,0,0,0,0,0,13882488,0,108,na,5106022,8373140,34719528,34371652,22307976,4077396,na,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62137130,na,na,na,na,13882488,490732,11201120,11087288,387100,422160,408720,599300,433780,475200,466100,433720,113440,961931.67,62137130,62137130,226,0,na,na,387120,0,1209600,na,0,0,0,39440237.76,0,13711552.32,0,0,0,0,0,0,0,0,0,0,0,0,0,na,62137130,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,331298,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,na,na,pos
